Cow_ID,earliest_clinical_Day,latest_clinical_Day,first_positive_day,positive_days,negative_days,total_observation_days
cow486,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow487,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow488,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow489,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow49,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow490,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow491,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow492,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow493,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow494,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow495,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow496,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow497,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow498,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow499,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow5,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow50,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow500,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow501,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow502,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow503,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow504,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow505,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow506,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow507,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow508,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow509,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow51,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow510,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow511,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow512,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow513,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow514,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow515,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow516,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow517,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow518,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow519,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow52,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow520,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow521,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow522,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow523,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow524,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow525,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow526,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow527,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow528,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow529,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow53,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow530,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow531,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow532,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow533,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow534,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow535,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow536,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow537,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow538,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow539,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow54,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow540,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow541,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow542,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow543,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow544,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow545,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow546,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow547,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow548,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow549,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow55,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow550,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow551,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow552,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow553,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow554,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow555,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow556,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow557,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow558,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow559,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow56,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow560,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow561,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow562,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow563,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow564,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow565,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow566,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow567,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow568,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow569,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow57,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow570,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow571,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow572,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow573,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow574,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow575,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow576,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow577,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow578,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow579,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow58,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow580,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow581,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow582,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow583,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow584,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow585,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow586,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow587,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow588,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow589,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow59,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow590,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow591,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow592,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow593,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow594,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow595,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow596,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow597,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow598,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow599,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow6,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow60,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow600,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow601,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow602,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow603,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow604,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow605,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow606,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow607,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow608,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow609,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow61,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow610,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow611,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow612,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow613,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow614,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow615,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow616,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow617,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow618,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow619,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow62,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow620,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow621,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow622,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow623,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow624,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow625,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow626,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow627,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow628,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow629,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow63,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow630,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow631,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow632,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow633,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow634,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow635,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow636,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow637,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow638,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow639,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow64,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow640,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow641,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow642,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow643,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow644,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow645,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow646,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow647,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow648,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow649,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow65,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow650,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow651,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow652,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow653,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow654,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow655,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow656,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow657,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow658,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow659,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow66,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow660,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow661,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow662,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow663,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow664,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow665,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow666,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow667,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow668,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow669,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow67,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow670,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow671,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow672,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow673,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow674,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow675,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow676,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow677,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow678,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow679,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow68,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow680,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow681,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow682,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow683,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow684,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow685,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow686,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow687,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow688,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow689,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow69,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow690,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow691,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow692,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow693,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow694,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow695,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow696,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow697,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow698,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow699,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow7,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow70,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow700,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow701,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow702,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow703,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow704,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow705,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow706,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow707,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow708,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow709,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow71,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow710,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow711,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow712,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow713,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow714,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow715,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow716,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow717,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow718,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow719,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow72,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow720,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow721,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow722,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow723,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow724,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow725,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow726,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow727,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow728,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow729,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
